pitch_type,pitch_name,release_speed,release_pos_x,release_pos_z,player_name,events,description,zone,stand,p_throws,type,,,,,,,,,,,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,,,,,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,,,,,,,,,,,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number
CH,Changeup,80.6,2.5918,5.9613,Hyun-Jin Ryu,null,swinging_strike,8,L,L,S,,,,,,,,,,,null,null,0,1,2019,1.1037,0.4898,0.0979,1.7612,null,null,null,0,1,Top,null,null,,,,,190427_021039,-7.645,-117.1215,-3.5855,11.611,21.9448,-27.1954,3.25,1.48,null,null,null,80.673,1545,6.399,,,,,,,,,,,54.1009,null,null,null,null,null,null,null,1,2
FT,2-Seam Fastball,88.5,2.3217,6.0999,Hyun-Jin Ryu,null,called_strike,4,L,L,S,,,,,,,,,,,null,null,0,0,2019,1.2836,1.0664,-0.2871,2.4729,null,null,null,0,1,Top,null,null,,,,,190427_021021,-8.9699,-128.5379,-4.9542,15.9438,25.7264,-19.6472,3.1486,1.4438,null,null,null,88.187,2054,6.121,,,,,,,,,,,54.3785,null,null,null,null,null,null,null,1,1
FC,Cutter,87.4,2.2875,5.8682,Hyun-Jin Ryu,single,hit_into_play_no_out,4,R,L,X,,,,,,,,,,,9,ground_ball,1,0,2019,0.0143,0.807,-0.3288,2.8189,null,null,542583,2,6,Bot,191.99,97.94,,,,,190421_005640,-6.3156,-127.2435,-2.8965,1.338,23.8244,-23.0854,3.3948,1.6705,149,98.3,7.2,87.494,2045,6.126,,,,,,,,,,,54.3735,0.585,0.533,0.9,1,1,0,4,46,2
FT,2-Seam Fastball,89.8,2.3755,5.7217,Hyun-Jin Ryu,null,ball,12,R,L,B,,,,,,,,,,,null,null,0,0,2019,1.5819,0.9186,1.6428,2.8881,null,null,542583,2,6,Bot,null,null,,,,,190421_005611,-5.1553,-130.6905,-2.9648,19.171,27.9687,-21.2691,3.3979,1.7126,null,null,null,89.766,2103,6.296,,,,,,,,,,,54.2039,null,null,null,null,null,null,null,46,1
FT,2-Seam Fastball,90.3,2.5323,5.7509,Hyun-Jin Ryu,strikeout,swinging_strike,6,L,L,S,,,,,,,,,,,2,null,0,2,2019,1.5307,0.8626,0.629,2.3913,null,null,542583,1,6,Bot,null,null,,,,,190421_005531,-8.0265,-131.2115,-4.2484,19.4534,27.7095,-21.4767,3.4679,1.6658,null,null,null,90.488,2128,6.479,,,,,,,,,,,54.0204,null,null,0,1,0,0,null,45,3
FT,2-Seam Fastball,89.6,2.5675,5.6838,Hyun-Jin Ryu,null,called_strike,8,L,L,S,,,,,,,,,,,null,null,0,1,2019,1.5325,1.0085,-0.1447,2.1189,null,null,542583,1,6,Bot,null,null,,,,,190421_005507,-9.9941,-130.1101,-4.949,19.6297,27.0972,-19.7963,3.5548,1.7816,null,null,null,89.907,2134,6.576,,,,,,,,,,,53.9234,null,null,null,null,null,null,null,45,2
FC,Cutter,85.2,2.5438,5.8141,Hyun-Jin Ryu,null,foul_tip,13,L,L,S,,,,,,,,,,,null,null,0,0,2019,-0.1382,0.9031,-0.9017,2.1465,null,null,542583,1,6,Bot,null,null,,,,,190421_005447,-7.8196,-123.9596,-4.1608,0.0207,23.0222,-22.2494,3.53,1.67,null,null,null,85.501,2104,6.334,,,,,,,,,,,54.1658,null,null,null,null,null,null,null,45,1
CH,Changeup,80.7,2.5901,5.5921,Hyun-Jin Ryu,walk,ball,13,R,L,B,,,,,,,,,,,null,null,3,2,2019,1.3541,0.2794,-0.739,1.5671,null,null,null,1,6,Bot,null,null,,,,,190421_005344,-10.0111,-117.1762,-2.832,14.3872,21.1914,-29.2647,3.529,1.6968,null,null,null,80.978,1546,6.502,,,,,,,,,,,53.9977,null,null,0.7,1,0,0,null,44,6
FC,Cutter,88.4,2.4038,5.8309,Hyun-Jin Ryu,null,swinging_strike,3,R,L,S,,,,,,,,,,,null,null,3,1,2019,0.137,0.9078,0.5031,3.5974,null,null,null,1,6,Bot,null,null,,,,,190421_005325,-4.9117,-128.703,-1.3099,2.4423,23.9766,-22.0085,3.5579,1.7547,null,null,null,88.716,2106,6.229,,,,,,,,,,,54.2708,null,null,null,null,null,null,null,44,5
FT,2-Seam Fastball,89.6,2.5012,5.6916,Hyun-Jin Ryu,null,called_strike,8,R,L,S,,,,,,,,,,,null,null,3,0,2019,1.5974,0.8396,0.1582,2.2312,null,null,null,1,6,Bot,null,null,,,,,190421_005309,-9.1383,-130.0872,-4.2885,20.0265,27.1674,-21.9712,3.5579,1.6968,null,null,null,89.46,2183,6.318,,,,,,,,,,,54.1814,null,null,null,null,null,null,null,44,4
FT,2-Seam Fastball,90.2,2.5765,5.6613,Hyun-Jin Ryu,null,ball,14,R,L,B,,,,,,,,,,,null,null,2,0,2019,1.5616,0.8903,1.219,1.8809,null,null,null,1,6,Bot,null,null,,,,,190421_005254,-6.7098,-131.0821,-5.329,19.4588,27.7263,-20.9734,3.5869,1.6968,null,null,null,90.292,2173,6.42,,,,,,,,,,,54.0799,null,null,null,null,null,null,null,44,3
CH,Changeup,79.3,2.6172,5.7186,Hyun-Jin Ryu,null,ball,13,R,L,B,,,,,,,,,,,null,null,1,0,2019,1.3788,0.447,-0.4004,1.1889,null,null,null,1,6,Bot,null,null,,,,,190421_005224,-9.1588,-115.058,-3.9314,13.9303,20.842,-27.6924,3.5869,1.7258,null,null,null,79.255,1489,6.366,,,,,,,,,,,54.134,null,null,null,null,null,null,null,44,2
FT,2-Seam Fastball,89.4,2.4422,5.8745,Hyun-Jin Ryu,null,ball,14,R,L,B,,,,,,,,,,,null,null,0,0,2019,1.4719,1.0004,1.4968,2.2633,null,null,null,1,6,Bot,null,null,,,,,190421_005210,-5.3661,-129.9263,-4.9341,17.6259,27.2103,-20.1544,3.5579,1.7258,null,null,null,88.926,2161,6.064,,,,,,,,,,,54.4354,null,null,null,null,null,null,null,44,1
FT,2-Seam Fastball,88.2,2.4329,5.9149,Hyun-Jin Ryu,field_out,hit_into_play,9,R,L,X,,,,,,,,,,,5,ground_ball,0,1,2019,1.3722,0.7726,0.4511,2.2329,null,null,null,0,6,Bot,95.68,166.38,,,,,190421_005135,-7.7213,-128.3146,-4.5076,16.8347,25.788,-22.8629,3.6048,1.7058,3,79.7,-37.1,88.672,2117,6.531,,,,,,,,,,,53.9683,0.052,0.048,0,1,0,0,2,43,2
FT,2-Seam Fastball,87.6,2.569,5.9019,Hyun-Jin Ryu,null,foul,14,R,L,S,,,,,,,,,,,null,null,0,0,2019,1.4425,0.8274,0.6845,1.5642,null,null,null,0,6,Bot,null,null,,,,,190421_005106,-7.4791,-127.2276,-6.0187,17.0933,24.9414,-22.2436,3.58,1.71,null,null,null,87.436,2042,6.192,,,,,,,,,,,54.3078,null,null,null,null,null,null,null,43,1
CU,Curveball,68.8,2.2342,6.1925,Hyun-Jin Ryu,home_run,hit_into_play_score,5,L,L,X,,,,,,,,,,,null,fly_ball,0,0,2019,-1.2012,-1.3098,-0.1414,2.5303,null,null,null,0,6,Bot,202,36.7,,,,,190421_005011,-2.5633,-100.0045,3.0529,-7.4101,18.2425,-41.5847,3.3579,1.8116,421,109.3,21.6,67.975,2577,5.979,,,,,,,,,,,54.5201,0.982,1.783,2,1,0,3,6,42,1
CH,Changeup,79.4,2.7535,5.6403,Hyun-Jin Ryu,strikeout,swinging_strike,14,R,L,S,,,,,,,,,,,2,null,2,2,2019,1.304,0.5417,1.7219,2.3066,null,444489,null,2,5,Bot,null,null,,,,,190421_003854,-4.6558,-115.4834,-1.5239,12.433,21.5029,-27.3128,3.6368,1.6967,null,null,null,79.099,1466,6.106,,,,,,,,,,,54.394,null,null,0,1,0,0,null,37,5
FC,Cutter,86.8,2.3977,5.8699,Hyun-Jin Ryu,null,swinging_strike,12,R,L,S,,,,,,,,,,,null,null,2,1,2019,-0.0043,0.8606,1.0139,2.7989,null,444489,null,2,5,Bot,null,null,,,,,190421_003828,-3.2903,-126.4721,-2.9625,0.5583,23.2178,-22.6376,3.6368,1.6678,null,null,null,86.864,2041,6.035,,,,,,,,,,,54.4643,null,null,null,null,null,null,null,37,4
FT,2-Seam Fastball,90.8,2.4833,5.7648,Hyun-Jin Ryu,null,ball,12,R,L,B,,,,,,,,,,,null,null,1,1,2019,1.5008,0.8125,1.6579,2.858,null,444489,null,2,5,Bot,null,null,,,,,190421_003805,-5.3592,-132.151,-3.1322,18.9247,28.6552,-22.0787,3.6947,1.7257,null,null,null,91.408,2092,6.687,,,,,,,,,,,53.8128,null,null,null,null,null,null,null,37,3
FT,2-Seam Fastball,90.7,2.4983,5.7127,Hyun-Jin Ryu,null,called_strike,14,R,L,S,,,,,,,,,,,null,null,1,0,2019,1.2985,0.8958,0.9933,2.233,null,444489,null,2,5,Bot,null,null,,,,,190421_003744,-6.494,-131.9261,-4.6697,16.4275,27.4447,-21.0215,3.663,1.7808,null,null,null,90.507,2049,6.145,,,,,,,,,,,54.3541,null,null,null,null,null,null,null,37,2
FC,Cutter,87.6,2.3583,5.8691,Hyun-Jin Ryu,null,ball,11,R,L,B,,,,,,,,,,,null,null,0,0,2019,0.0015,0.6556,-1.1412,3.4134,null,444489,null,2,5,Bot,null,null,,,,,190421_003725,-8.4013,-127.3937,-1.1675,1.5994,24.0128,-25.0747,3.7237,1.6678,null,null,null,87.378,2024,5.999,,,,,,,,,,,54.5008,null,null,null,null,null,null,null,37,1
FT,2-Seam Fastball,91,2.4912,5.6686,Hyun-Jin Ryu,strikeout,swinging_strike,14,L,L,S,,,,,,,,,,,2,null,1,2,2019,1.3481,0.884,1.1223,2.4156,null,444489,null,1,5,Bot,null,null,,,,,190421_003646,-6.4619,-132.423,-4.2473,17.5483,27.7781,-20.8465,3.3168,1.6925,null,null,null,92.111,2138,6.914,,,,,,,,,,,53.5857,null,null,0,1,0,0,null,36,4
FF,4-Seam Fastball,90.4,2.3863,5.8661,Hyun-Jin Ryu,null,ball,11,L,L,B,,,,,,,,,,,null,null,0,2,2019,0.7943,1.1259,-0.0305,4.7331,null,444489,null,1,5,Bot,null,null,,,,,190421_003625,-7.6708,-131.4029,0.7363,10.7383,27.2142,-19.5774,3.3168,1.6925,null,null,null,90.15,2128,6.145,,,,,,,,,,,54.354,null,null,null,null,null,null,null,36,3
FC,Cutter,87.6,2.3418,6.008,Hyun-Jin Ryu,null,foul,4,L,L,S,,,,,,,,,,,null,null,0,1,2019,0.022,1.2743,-0.6051,2.6645,null,444489,null,1,5,Bot,null,null,,,,,190421_003558,-7.1552,-127.3667,-4.5855,1.6174,24.5138,-17.5929,3.32,1.58,null,null,null,87.756,2122,6.292,,,,,,,,,,,54.2078,null,null,null,null,null,null,null,36,2
CU,Curveball,70.3,2.3264,6.0226,Hyun-Jin Ryu,null,called_strike,12,L,L,S,,,,,,,,,,,null,null,0,0,2019,-1.2173,-1.4449,0.8511,2.8123,null,444489,null,1,5,Bot,null,null,,,,,190421_003539,-0.8752,-102.0214,3.8913,-8.0011,20.2059,-42.9488,3.3457,1.6057,null,null,null,68.747,2572,5.661,,,,,,,,,,,54.8383,null,null,null,null,null,null,null,36,1
FF,4-Seam Fastball,90.9,2.4556,5.7407,Hyun-Jin Ryu,strikeout,swinging_strike,12,R,L,S,,,,,,,,,,,2,null,0,2,2019,0.9583,1.5476,0.8731,3.7897,null,444489,null,0,5,Bot,null,null,,,,,190421_003351,-6.0572,-132.242,-2.2905,12.6229,29.7297,-13.6895,3.4379,1.5967,null,null,null,91.058,2225,6.521,,,,,,,,,,,53.9785,null,null,0,1,0,0,null,35,3
FF,4-Seam Fastball,91.4,2.3671,5.8255,Hyun-Jin Ryu,null,swinging_strike,1,R,L,S,,,,,,,,,,,null,null,0,1,2019,0.9144,1.4122,-0.3178,3.537,null,444489,null,0,5,Bot,null,null,,,,,190421_003319,-8.8483,-132.94,-2.9847,12.9336,29.2396,-14.7458,3.4379,1.5967,null,null,null,92.107,2229,6.797,,,,,,,,,,,53.7029,null,null,null,null,null,null,null,35,2
FC,Cutter,87.3,2.3726,5.9286,Hyun-Jin Ryu,null,called_strike,5,R,L,S,,,,,,,,,,,null,null,0,0,2019,0.3904,1.2064,-0.0758,2.2271,null,444489,null,0,5,Bot,null,null,,,,,190421_003259,-6.7296,-127.0479,-5.3074,5.567,24.4653,-18.1455,3.4958,1.5967,null,null,null,87.897,2088,6.524,,,,,,,,,,,53.9754,null,null,null,null,null,null,null,35,1
CH,Changeup,79.1,2.5175,5.6905,Hyun-Jin Ryu,double,hit_into_play_no_out,8,R,L,X,,,,,,,,,,,7,line_drive,3,1,2019,1.0387,0.4148,-0.0706,1.633,null,null,null,0,5,Bot,48.12,120.82,,,,,190421_003211,-7.7356,-115.119,-2.9001,10.8688,20.815,-28.043,3.371,1.535,259,98.8,18.2,80.259,1457,7.02,,,,,,,,,,,53.4792,0.425,0.495,1.25,1,1,1,4,34,5
CU,Curveball,71.9,2.3947,6.0139,Hyun-Jin Ryu,null,ball,11,R,L,B,,,,,,,,,,,null,null,2,1,2019,-1.1804,-1.2293,-0.8328,3.0895,null,null,null,0,5,Bot,null,null,,,,,190421_003150,-4.3745,-104.2299,3.7543,-7.4739,19.4519,-41.794,3.1931,1.5267,null,null,null,70.32,2563,5.512,,,,,,,,,,,54.9874,null,null,null,null,null,null,null,34,4
CH,Changeup,78.5,2.4652,5.7698,Hyun-Jin Ryu,null,foul,8,R,L,S,,,,,,,,,,,null,null,2,0,2019,0.9199,0.2509,0.2346,1.7709,null,null,null,0,5,Bot,null,null,,,,,190421_003123,-6.6531,-114.3023,-2.3847,9.3983,18.8647,-29.6809,3.371,1.535,null,null,null,79.854,1271,6.957,,,,,,,,,,,53.5427,null,null,null,null,null,null,null,34,3
FT,2-Seam Fastball,88.2,2.3924,5.9665,Hyun-Jin Ryu,null,ball,12,R,L,B,,,,,,,,,,,null,null,1,0,2019,1.42,0.8694,1.5978,2.9343,null,null,null,0,5,Bot,null,null,,,,,190421_003055,-4.8275,-128.2993,-3.0586,16.5241,26.2277,-22.2623,3.251,1.4978,null,null,null,87.853,2102,6.064,,,,,,,,,,,54.4356,null,null,null,null,null,null,null,34,2
FC,Cutter,85.2,2.1886,6.2646,Hyun-Jin Ryu,null,ball,12,R,L,B,,,,,,,,,,,null,null,0,0,2019,-0.072,0.843,0.2653,3.9174,null,null,null,0,5,Bot,null,null,,,,,190421_003041,-4.3411,-124.0882,-0.9186,0.0695,22.9812,-23.629,3.1906,1.5317,null,null,null,84.828,2070,5.832,,,,,,,,,,,54.6679,null,null,null,null,null,null,null,34,1
FT,2-Seam Fastball,89.5,2.52,5.7975,Hyun-Jin Ryu,field_out,hit_into_play,1,R,L,X,,,,,,,,,,,9,fly_ball,3,1,2019,1.2909,0.8837,-0.3369,2.9733,null,null,null,2,4,Bot,175.41,106.56,,,,,190421_002225,-9.6825,-130.0103,-2.7918,16.4932,26.3642,-21.8829,3.3746,1.6163,249,88.9,54.4,89.112,2149,6.072,,,,,,,,,,,54.4278,0.01,0.007,0,1,0,0,3,30,5
FC,Cutter,88.2,2.18,6.0759,Hyun-Jin Ryu,null,ball,14,R,L,B,,,,,,,,,,,null,null,2,1,2019,0.0692,1.0197,0.5722,1.3231,null,null,null,2,4,Bot,null,null,,,,,190421_002156,-4.0637,-128.3504,-7.6608,1.5336,24.0586,-19.5501,3.4085,1.7261,null,null,null,88.769,2067,6.43,,,,,,,,,,,54.0696,null,null,null,null,null,null,null,30,4
FC,Cutter,87.3,2.0752,6.2777,Hyun-Jin Ryu,null,ball,11,R,L,B,,,,,,,,,,,null,null,1,1,2019,0.1017,1.062,-1.1348,3.7791,null,null,null,2,4,Bot,null,null,,,,,190421_002140,-7.9366,-127.0576,-2.0935,2.584,23.6461,-20.4207,3.4295,1.6552,null,null,null,87.668,2114,6.306,,,,,,,,,,,54.193,null,null,null,null,null,null,null,30,3
FC,Cutter,86.3,2.0677,6.1951,Hyun-Jin Ryu,null,called_strike,14,R,L,S,,,,,,,,,,,null,null,1,0,2019,0.0501,1.1057,0.987,2.5161,null,null,null,2,4,Bot,null,null,,,,,190421_002125,-2.6813,-125.7642,-4.8481,1.0426,23.8092,-19.6517,3.4956,1.6814,null,null,null,86.813,2048,6.386,,,,,,,,,,,54.1132,null,null,null,null,null,null,null,30,2
FC,Cutter,87.6,2.1774,6.228,Hyun-Jin Ryu,null,ball,11,R,L,B,,,,,,,,,,,null,null,0,0,2019,0.0578,1.0534,-0.3975,4.2191,null,null,null,2,4,Bot,null,null,,,,,190421_002110,-6.3445,-127.5195,-0.9383,1.8407,24.2617,-20.645,3.4274,1.7131,null,null,null,87.979,2145,6.339,,,,,,,,,,,54.1606,null,null,null,null,null,null,null,30,1
FC,Cutter,86.1,2.3211,6.0314,Hyun-Jin Ryu,strikeout,swinging_strike,13,L,L,S,,,,,,,,,,,2,null,2,2,2019,-0.1016,0.5219,-1.0963,1.2428,null,null,null,1,4,Bot,null,null,,,,,190421_002036,-7.7966,-125.066,-6.1043,0.3859,22.9685,-25.9095,3.5105,1.7031,null,null,null,85.217,2119,5.617,,,,,,,,,,,54.8827,null,null,0,1,0,0,null,29,5
FF,4-Seam Fastball,90.3,2.2809,6.0457,Hyun-Jin Ryu,null,ball,12,L,L,B,,,,,,,,,,,null,null,1,2,2019,0.9385,1.3138,1.3048,4.6435,null,null,null,1,4,Bot,null,null,,,,,190421_002010,-4.3422,-131.2929,-0.2461,11.5722,29.1182,-17.5216,3.5516,1.6915,null,null,null,89.259,2172,5.798,,,,,,,,,,,54.7014,null,null,null,null,null,null,null,29,4
FC,Cutter,82.9,2.2134,6.2181,Hyun-Jin Ryu,null,foul,13,L,L,S,,,,,,,,,,,null,null,1,1,2019,-0.2786,0.5092,-0.8443,2.4497,null,null,null,1,4,Bot,null,null,,,,,190421_001942,-6.4335,-120.7132,-3.2039,-1.6523,20.2289,-26.8414,3.5395,1.6504,null,null,null,83.186,2057,6.133,,,,,,,,,,,54.3668,null,null,null,null,null,null,null,29,3
FT,2-Seam Fastball,88.4,2.5918,5.931,Hyun-Jin Ryu,null,called_strike,2,L,L,S,,,,,,,,,,,null,null,1,0,2019,1.3686,0.7523,0.002,3.2028,null,null,null,1,4,Bot,null,null,,,,,190421_001924,-9.1547,-128.4969,-2.1483,17.0103,25.3946,-23.5996,3.5235,1.6583,null,null,null,88.543,2120,6.334,,,,,,,,,,,54.1653,null,null,null,null,null,null,null,29,2
FF,4-Seam Fastball,88.2,2.2613,6.0269,Hyun-Jin Ryu,null,ball,13,L,L,B,,,,,,,,,,,null,null,0,0,2019,1.0789,1.0719,-1.1932,1.9184,null,null,null,1,4,Bot,null,null,,,,,190421_001907,-10.6713,-127.9255,-6.1169,14.1004,25.9465,-19.2758,3.5182,1.6504,null,null,null,88.373,2196,6.54,,,,,,,,,,,53.9599,null,null,null,null,null,null,null,29,1
FC,Cutter,85.7,2.1335,6.1773,Hyun-Jin Ryu,field_out,hit_into_play,4,R,L,X,,,,,,,,,,,5,ground_ball,0,0,2019,0.2668,0.7351,-0.5973,2.8904,null,null,null,0,4,Bot,96.89,164.56,,,,,190421_001831,-6.872,-124.5534,-2.9385,3.9796,22.8146,-24.3722,3.4814,1.7141,37,86,-1.1,84.805,2002,5.578,,,,,,,,,,,54.9211,0.25,0.23,0,1,0,0,2,28,1
FT,2-Seam Fastball,90.9,2.35,5.8524,Hyun-Jin Ryu,strikeout,swinging_strike,12,R,L,S,,,,,,,,,,,2,null,0,2,2019,1.4263,0.7662,0.9161,3.0301,null,null,null,2,3,Bot,null,null,,,,,190421_000958,-6.6145,-132.2283,-2.7993,18.0445,27.4171,-22.8531,3.5295,1.7263,null,null,null,90.822,2089,6.199,,,,,,,,,,,54.3008,null,null,0,1,0,0,null,24,3
FC,Cutter,84.4,2.3777,6.0064,Hyun-Jin Ryu,null,swinging_strike,3,R,L,S,,,,,,,,,,,null,null,0,1,2019,-0.2805,0.3999,0.7627,3.0753,null,null,null,2,3,Bot,null,null,,,,,190421_000934,-3.1888,-122.9138,-1.3004,-2.2481,21.9866,-28.1374,3.5474,1.7063,null,null,null,84.21,2130,5.902,,,,,,,,,,,54.5971,null,null,null,null,null,null,null,24,2
FT,2-Seam Fastball,89.7,2.4223,5.8499,Hyun-Jin Ryu,null,called_strike,14,R,L,S,,,,,,,,,,,null,null,0,0,2019,1.4622,0.7133,0.9421,2.6103,null,null,null,2,3,Bot,null,null,,,,,190421_000916,-6.7492,-130.4909,-3.5462,18.1032,26.4243,-23.4988,3.5395,1.7352,null,null,null,89.88,2076,6.331,,,,,,,,,,,54.1686,null,null,null,null,null,null,null,24,1
CH,Changeup,80.9,2.7591,5.6562,Hyun-Jin Ryu,home_run,hit_into_play_score,9,L,L,X,,,,,,,,,,,null,fly_ball,1,2,2019,1.0733,0.8135,0.3812,2.0766,null,null,null,2,3,Bot,65.63,46.86,,,,,190421_000822,-7.3892,-117.7066,-2.9509,11.3906,20.853,-24.2023,3.3295,1.7931,386,104.1,26.3,81.442,1644,6.515,,,,,,,,,,,53.9849,0.938,1.744,2,1,0,3,6,23,6
FF,4-Seam Fastball,92,2.2941,5.8114,Hyun-Jin Ryu,null,foul,4,L,L,S,,,,,,,,,,,null,null,1,2,2019,1.0046,1.2251,-0.4258,2.5489,null,null,null,2,3,Bot,null,null,,,,,190421_000751,-9.043,-133.6396,-5.0737,13.89,27.3393,-16.6629,3.2688,1.8354,274,101.1,16,91.969,2151,6.254,,,,,,,,,,,54.2457,null,null,null,null,null,null,null,23,5
CH,Changeup,78.5,2.6555,5.6352,Hyun-Jin Ryu,null,foul,6,L,L,S,,,,,,,,,,,null,null,1,2,2019,1.0681,0.3308,0.4402,2.5445,null,null,null,2,3,Bot,null,null,,,,,190421_000723,-6.7755,-114.2263,-0.5052,10.5557,19.418,-29.3737,3.1654,1.7,163,68.4,62.1,78.843,1502,6.358,,,,,,,,,,,54.1412,null,null,null,null,null,null,null,23,4
FF,4-Seam Fastball,92.2,2.2833,6.0439,Hyun-Jin Ryu,null,ball,12,L,L,B,,,,,,,,,,,null,null,0,2,2019,0.9285,1.1551,0.0711,4.4857,null,null,null,2,3,Bot,null,null,,,,,190421_000657,-7.626,-134.1778,-0.6704,12.7721,27.0607,-18.2677,3.2973,1.9535,null,null,null,92.413,2255,6.259,,,,,,,,,,,54.2402,null,null,null,null,null,null,null,23,3
FC,Cutter,85.5,2.1948,6.0124,Hyun-Jin Ryu,null,swinging_strike,11,L,L,S,,,,,,,,,,,null,null,0,1,2019,-0.4916,0.328,-0.9019,3.1384,null,null,null,2,3,Bot,null,null,,,,,190421_000635,-6.2746,-124.3744,-1.1853,-3.9093,22.6036,-28.8069,3.3628,1.9206,null,null,null,85.137,2198,5.862,,,,,,,,,,,54.6371,null,null,null,null,null,null,null,23,2
FT,2-Seam Fastball,91.5,2.5055,5.9009,Hyun-Jin Ryu,null,called_strike,2,L,L,S,,,,,,,,,,,null,null,0,0,2019,1.3833,0.7635,0.1348,3.4863,null,null,null,2,3,Bot,null,null,,,,,190421_000616,-8.9376,-133.0231,-1.8855,18.2411,26.4714,-22.9157,3.4317,1.698,null,null,null,91.655,2130,6.272,,,,,,,,,,,54.2273,null,null,null,null,null,null,null,23,1
FC,Cutter,88.8,2.3188,6.0336,Hyun-Jin Ryu,strikeout,swinging_strike,11,R,L,S,,,,,,,,,,,2,null,2,2,2019,-0.0632,0.6749,-0.2514,4.251,null,null,null,1,3,Bot,null,null,,,,,190421_000541,-6.1261,-129.1935,0.2375,0.45,24.3466,-24.9112,3.6653,1.6963,null,null,null,88.666,2125,6.003,,,,,,,,,,,54.4966,null,null,0,1,0,0,null,22,6
FT,2-Seam Fastball,92.1,2.5653,5.8665,Hyun-Jin Ryu,null,foul,6,R,L,S,,,,,,,,,,,null,null,2,2,2019,1.4492,0.6919,0.3187,2.607,null,null,null,1,3,Bot,null,null,,,,,190421_000520,-9.0038,-133.8907,-4.0207,19.6758,27.7568,-23.0169,3.6074,1.6883,243,82.2,21.1,93.171,2164,6.887,,,,,,,,,,,53.6128,null,null,null,null,null,null,null,22,5
FT,2-Seam Fastball,90.8,2.3434,5.8915,Hyun-Jin Ryu,null,called_strike,8,R,L,S,,,,,,,,,,,null,null,2,1,2019,1.4819,0.7599,0.2104,1.9701,null,null,null,1,3,Bot,null,null,,,,,190421_000457,-8.584,-131.9281,-5.5649,19.2822,27.1893,-22.2408,3.6047,1.6963,null,null,null,91.348,2117,6.633,,,,,,,,,,,53.866,null,null,null,null,null,null,null,22,4
FT,2-Seam Fastball,90.9,2.4113,5.8485,Hyun-Jin Ryu,null,ball,14,R,L,B,,,,,,,,,,,null,null,1,1,2019,1.5253,0.789,0.3852,1.3622,null,null,null,1,3,Bot,null,null,,,,,190421_000439,-8.4426,-132.0939,-7.0831,19.8655,27.4879,-21.5241,3.5915,1.7279,null,null,null,91.561,2171,6.71,,,,,,,,,,,53.7892,null,null,null,null,null,null,null,22,3
CH,Changeup,78.5,2.7764,5.8513,Hyun-Jin Ryu,null,called_strike,14,R,L,S,,,,,,,,,,,null,null,1,0,2019,1.2049,0.5161,0.475,1.4709,null,null,null,1,3,Bot,null,null,,,,,190421_000424,-7.2759,-114.2187,-3.6597,11.9515,19.6592,-27.1483,3.5196,1.651,null,null,null,79.193,1619,6.631,,,,,,,,,,,53.8687,null,null,null,null,null,null,null,22,2
CU,Curveball,73.1,2.3271,6.0961,Hyun-Jin Ryu,null,ball,1,R,L,B,,,,,,,,,,,null,null,0,0,2019,-1.0867,-1.0877,-0.3735,3.5441,null,null,null,1,3,Bot,null,null,,,,,190421_000409,-3.5626,-106.0166,3.9245,-7.1429,18.8911,-40.959,3.5545,1.6828,null,null,null,70.972,2630,4.918,,,,,,,,,,,55.5819,null,null,null,null,null,null,null,22,1
CH,Changeup,78.4,2.5788,5.9392,Hyun-Jin Ryu,strikeout,swinging_strike,8,R,L,S,,,,,,,,,,,2,null,0,2,2019,1.0327,0.4438,0.0892,1.3767,null,null,null,0,3,Bot,null,null,,,,,190421_000329,-7.3587,-113.9853,-3.8838,10.4199,19.7644,-27.7574,3.4541,1.4858,null,null,null,79.078,1513,6.683,,,,,,,,,,,53.8166,null,null,0,1,0,0,null,21,4
FT,2-Seam Fastball,88.7,2.4349,6.0791,Hyun-Jin Ryu,null,foul,5,R,L,S,,,,,,,,,,,null,null,0,2,2019,1.4044,0.9224,-0.1954,2.5646,null,null,null,0,3,Bot,null,null,,,,,190421_000308,-9.4445,-128.9012,-4.5208,17.7269,25.259,-21.0487,3.4429,1.565,154,68.1,20,89.351,2206,6.635,,,,,,,,,,,53.864,null,null,null,null,null,null,null,21,3
CU,Curveball,70,2.2975,6.2906,Hyun-Jin Ryu,null,called_strike,12,R,L,S,,,,,,,,,,,null,null,0,1,2019,-1.0721,-1.338,0.8606,2.5889,null,null,null,0,3,Bot,null,null,,,,,190421_000251,-1.0255,-101.7087,2.7494,-7.0851,18.0234,-41.9904,3.4803,1.5822,null,null,null,69.111,2552,5.845,,,,,,,,,,,54.6546,null,null,null,null,null,null,null,21,2
