pitch_type,pitch_name,release_speed,release_pos_x,release_pos_z,player_name,events,description,zone,stand,p_throws,type,,,,,,,,,,,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,,,,,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,,,,,,,,,,,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number
FF,4-Seam Fastball,91.6,2.2699,5.6761,Hyun-Jin Ryu,null,swinging_strike,5,R,L,S,,,,,,,,,,,null,null,2,1,2019,1.1046,1.1114,0.2516,2.6369,null,null,null,2,6,Bot,null,null,,,,,190915_004301,-7.5713,-133.3276,-4.3198,14.9104,26.1932,-17.9988,3.5188,1.6498,null,null,null,92.65,2015,6.707,,,,,,,,,,,53.792,null,null,null,null,null,null,null,40,4
FF,4-Seam Fastball,91.3,2.2203,5.7168,Hyun-Jin Ryu,null,ball,12,R,L,B,,,,,,,,,,,null,null,1,1,2019,0.989,1.1578,0.51,4.0509,null,null,null,2,6,Bot,null,null,,,,,190915_004237,-6.4614,-132.9405,-0.8587,13.1121,26.2719,-18.3425,3.5448,1.7009,null,null,null,91.922,2007,6.453,,,,,,,,,,,54.0467,null,null,null,null,null,null,null,40,3
FC,Cutter,88.5,2.2407,5.7641,Hyun-Jin Ryu,null,ball,11,R,L,B,,,,,,,,,,,null,null,0,1,2019,0.0094,0.5516,-1.1569,2.9707,null,null,null,2,6,Bot,null,null,,,,,190915_004212,-8.3391,-128.7939,-1.9794,1.6133,23.2756,-25.771,3.5188,1.6498,null,null,null,89.292,2038,6.485,,,,,,,,,,,54.0149,null,null,null,null,null,null,null,40,2
CU,Curveball,72.8,2.1372,5.8841,Hyun-Jin Ryu,null,called_strike,14,R,L,S,,,,,,,,,,,null,null,0,0,2019,-1.2109,-1.1311,1.0254,2.5263,null,null,null,2,6,Bot,null,null,,,,,190915_004153,-0.1618,-105.9555,2.6388,-8.9762,19.9198,-41.3272,3.4928,1.6243,null,null,null,72.415,2554,6.214,,,,,,,,,,,54.2859,null,null,null,null,null,null,null,40,1
FC,Cutter,88.9,2.169,5.9155,Hyun-Jin Ryu,strikeout,swinging_strike,12,R,L,S,,,,,,,,,,,2,null,1,2,2019,-0.0335,0.6006,0.1653,3.8914,null,null,null,1,6,Bot,null,null,,,,,190915_004112,-4.8572,-129.5884,-0.2493,0.5409,24.5677,-25.4986,3.4148,1.6498,null,null,null,89.551,2018,6.388,,,,,,,,,,,54.1118,null,null,0,1,0,0,null,39,4
FF,4-Seam Fastball,90.7,2.2919,5.7259,Hyun-Jin Ryu,null,foul,12,R,L,S,,,,,,,,,,,null,null,1,1,2019,0.8357,0.9003,0.2208,3.3367,null,null,null,1,6,Bot,null,null,,,,,190915_004045,-7.0696,-132.062,-2.0982,11.3561,24.7481,-21.1417,3.1556,1.5222,null,null,null,92.099,2073,6.827,,,,,,,,,,,53.6724,null,null,null,null,null,null,null,39,3
FC,Cutter,88.5,2.2529,5.793,Hyun-Jin Ryu,null,ball,13,R,L,B,,,,,,,,,,,null,null,0,1,2019,0.2022,0.629,-1.5743,2.2336,null,null,null,1,6,Bot,null,null,,,,,190915_004025,-9.908,-128.7861,-4.0923,4.0837,22.7912,-24.3536,3.2074,1.599,null,null,null,90.262,2095,7.035,,,,,,,,,,,53.4641,null,null,null,null,null,null,null,39,2
CH,Changeup,79.3,2.3158,5.6407,Hyun-Jin Ryu,null,called_strike,8,R,L,S,,,,,,,,,,,null,null,0,0,2019,1.0092,0.3396,0.015,1.8729,null,null,null,1,6,Bot,null,null,,,,,190915_003954,-7.0804,-115.5509,-2.2119,10.5414,19.7798,-28.819,3.2333,1.5222,null,null,null,80.83,1528,7.078,,,,,,,,,,,53.4218,null,null,null,null,null,null,null,39,1
FT,2-Seam Fastball,90.4,2.2852,5.7905,Hyun-Jin Ryu,field_out,hit_into_play,5,L,L,X,,,,,,,,,,,2,ground_ball,0,1,2019,1.2101,0.7347,0.2488,2.4426,null,null,null,0,6,Bot,127.09,194.38,,,,,190915_003920,-7.7053,-131.6056,-4.0548,15.726,25.0562,-22.9293,3.4928,1.6753,null,41,-39,91.229,1956,6.536,,,,,,,,,,,53.9633,0.142,0.135,0,1,0,0,1,38,2
FF,4-Seam Fastball,90.3,2.2804,5.8264,Hyun-Jin Ryu,null,foul,4,L,L,S,,,,,,,,,,,null,null,0,0,2019,0.9521,1.2743,-0.3007,2.6642,null,null,null,0,6,Bot,null,null,,,,,190915_003855,-8.4597,-131.2702,-4.6768,12.7272,25.2922,-16.6146,3.6489,1.8543,4,70.9,-32.5,90.718,2041,6.397,,,,,,,,,,,54.1022,null,null,null,null,null,null,null,38,1
FC,Cutter,89,2.3871,5.7513,Hyun-Jin Ryu,field_out,hit_into_play,7,R,L,X,,,,,,,,,,,3,line_drive,1,0,2019,-0.005,0.8987,-0.4191,2.24,null,null,null,2,5,Bot,148.01,168.03,,,,,190915_002837,-6.9008,-129.5311,-4.557,1.2091,23.7611,-21.2638,3.5448,1.7775,124,81.4,9.2,89.783,2062,6.49,,,,,,,,,,,54.0099,0.415,0.379,0,1,0,0,4,34,2
CH,Changeup,80.4,2.5545,5.5831,Hyun-Jin Ryu,null,ball,14,R,L,B,,,,,,,,,,,null,null,0,0,2019,1.0918,0.2024,0.7956,1.5518,null,null,null,2,5,Bot,null,null,,,,,190915_002819,-6.0426,-117.1092,-2.7514,11.2609,19.3619,-29.9885,3.5448,1.7009,null,null,null,81.494,1465,6.699,,,,,,,,,,,53.8004,null,null,null,null,null,null,null,34,1
CH,Changeup,80.3,2.3945,5.5231,Hyun-Jin Ryu,field_out,hit_into_play,9,R,L,X,,,,,,,,,,,8,fly_ball,1,2,2019,1.0895,0.3394,0.7066,1.967,null,null,null,1,5,Bot,160.6,47.53,,,,,190915_002749,-5.8719,-116.8909,-1.9096,11.185,19.8728,-28.8528,3.4408,1.5732,366,96.8,28.7,81.274,1392,6.712,,,,,,,,,,,53.7872,0.398,0.655,0,1,0,0,5,33,5
FF,4-Seam Fastball,91.7,2.2142,5.7262,Hyun-Jin Ryu,null,foul,2,R,L,S,,,,,,,,,,,null,null,1,2,2019,0.9744,1.0082,-0.0101,3.198,null,null,null,1,5,Bot,null,null,,,,,190915_002653,-7.8288,-133.5333,-2.8068,13.4477,26.903,-19.5082,3.4928,1.6243,204,75.1,29.4,92.765,2063,6.74,,,,,,,,,,,53.7598,null,null,null,null,null,null,null,33,4
CH,Changeup,80.4,2.4362,5.5912,Hyun-Jin Ryu,null,swinging_strike,14,R,L,S,,,,,,,,,,,null,null,1,1,2019,1.2361,0.6118,0.8445,2.0386,null,null,null,1,5,Bot,null,null,,,,,190915_002626,-5.9373,-117.0729,-2.3992,12.5946,21.635,-26.2357,3.337,1.6243,null,null,null,81.04,1678,6.641,,,,,,,,,,,53.8582,null,null,null,null,null,null,null,33,3
FC,Cutter,88.4,2.2622,5.765,Hyun-Jin Ryu,null,ball,14,R,L,B,,,,,,,,,,,null,null,0,1,2019,0.1152,0.7068,0.5252,1.2056,null,null,null,1,5,Bot,null,null,,,,,190915_002604,-4.5116,-128.7023,-6.6484,2.1283,23.4337,-23.1153,3.4408,1.5987,null,null,null,89.543,1967,6.692,,,,,,,,,,,53.8072,null,null,null,null,null,null,null,33,2
CH,Changeup,80.5,2.3901,5.6246,Hyun-Jin Ryu,null,swinging_strike,8,R,L,S,,,,,,,,,,,null,null,0,0,2019,1.1557,0.4158,-0.014,1.7683,null,null,null,1,5,Bot,null,null,,,,,190915_002539,-7.6887,-117.2027,-2.7779,12.3035,20.4988,-27.9126,3.3629,1.5987,null,null,null,81.861,1585,7.01,,,,,,,,,,,53.4892,null,null,null,null,null,null,null,33,1
FF,4-Seam Fastball,90.8,2.2594,5.842,Hyun-Jin Ryu,field_out,hit_into_play,4,L,L,X,,,,,,,,,,,6,ground_ball,0,0,2019,0.8867,1.063,-0.4584,2.3666,null,null,null,0,5,Bot,111.96,145.67,,,,,190915_002503,-8.71,-131.9156,-5.0639,12.1898,27.0971,-18.8686,3.6489,1.7775,14,101.8,-8.8,90.994,2090,6.419,,,,,,,,,,,54.0808,0.315,0.299,0,1,0,0,2,32,1
FC,Cutter,88.4,2.1718,5.8329,Hyun-Jin Ryu,strikeout,called_strike,9,R,L,S,,,,,,,,,,,2,null,2,2,2019,0.0288,0.6075,0.7757,2.1967,null,null,null,2,4,Bot,null,null,,,,,190915_001525,-3.5014,-128.8201,-4.1766,0.9936,24.4781,-24.6428,3.4928,1.6243,null,null,null,89.663,2142,6.798,,,,,,,,,,,53.7018,null,null,0,1,0,0,null,28,5
FF,4-Seam Fastball,92.1,2.174,5.6939,Hyun-Jin Ryu,null,swinging_strike,2,R,L,S,,,,,,,,,,,null,null,2,1,2019,1.0761,1.0264,-0.2017,3.4228,null,null,null,2,4,Bot,null,null,,,,,190915_001441,-8.5369,-133.9681,-2.2422,15.0875,28.5467,-19.2194,3.4928,1.6498,null,null,null,93.329,2093,7.006,,,,,,,,,,,53.4931,null,null,null,null,null,null,null,28,4
FC,Cutter,87.2,2.3004,5.7993,Hyun-Jin Ryu,null,called_strike,3,R,L,S,,,,,,,,,,,null,null,2,0,2019,0.1003,0.544,0.6904,3.1316,null,null,null,2,4,Bot,null,null,,,,,190915_001423,-4.13,-127.1891,-1.4907,1.8736,23.3542,-26.0232,3.4928,1.6243,null,null,null,88.631,2091,6.818,,,,,,,,,,,53.6814,null,null,null,null,null,null,null,28,3
FF,4-Seam Fastball,92,2.2674,5.7902,Hyun-Jin Ryu,null,ball,12,R,L,B,,,,,,,,,,,null,null,1,0,2019,0.9318,1.0347,0.3501,4.3693,null,null,null,2,4,Bot,null,null,,,,,190915_001359,-6.9241,-133.9962,-0.0695,12.7249,26.6783,-19.752,3.4668,1.6243,null,null,null,92.73,2107,6.498,,,,,,,,,,,54.0014,null,null,null,null,null,null,null,28,2
FC,Cutter,89.3,2.2793,5.7986,Hyun-Jin Ryu,null,ball,11,R,L,B,,,,,,,,,,,null,null,0,0,2019,-0.0857,0.869,-1.3411,2.793,null,null,null,2,4,Bot,null,null,,,,,190915_001340,-8.7623,-129.9173,-3.299,0.6112,23.6639,-21.7694,3.4928,1.6498,null,null,null,90.09,2101,6.494,,,,,,,,,,,54.0053,null,null,null,null,null,null,null,28,1
FC,Cutter,89,2.2152,5.8969,Hyun-Jin Ryu,field_out,hit_into_play,11,R,L,X,,,,,,,,,,,3,popup,0,1,2019,0.0161,0.8241,-0.8612,2.7587,null,null,null,1,4,Bot,138.83,178.63,,,,,190915_001258,-7.5965,-129.572,-3.4753,1.566,23.5785,-22.3494,3.3629,1.5987,64,64.6,80.5,89.648,2054,6.374,,,,,,,,,,,54.1255,0.002,0.003,0,1,0,0,3,27,2
CH,Changeup,80,2.5214,5.5438,Hyun-Jin Ryu,null,foul,14,R,L,S,,,,,,,,,,,null,null,0,0,2019,1.2063,0.326,1.0218,2.1668,null,null,null,1,4,Bot,null,null,,,,,190915_001237,-5.6382,-116.5856,-1.4497,12.1254,19.4438,-29.089,3.2851,1.5222,163,61.5,41.6,80.934,1511,6.593,,,,,,,,,,,53.9064,null,null,null,null,null,null,null,27,1
FT,2-Seam Fastball,91.5,2.2954,5.6232,Hyun-Jin Ryu,field_out,hit_into_play,7,L,L,X,,,,,,,,,,,5,ground_ball,2,2,2019,1.2431,0.6507,-0.3781,1.8154,null,null,null,0,4,Bot,144.36,145.11,,,,,190915_001159,-9.5194,-133.0201,-5.2342,16.8771,25.3852,-23.4669,3.4148,1.6498,5,101.5,-18.5,92.516,2026,6.701,,,,,,,,,,,53.7984,0.235,0.214,0,1,0,0,2,26,5
FC,Cutter,87.1,2.2918,5.7896,Hyun-Jin Ryu,null,ball,13,L,L,B,,,,,,,,,,,null,null,1,2,2019,-0.2415,0.2835,-1.8995,1.0038,null,null,null,0,4,Bot,null,null,,,,,190915_001131,-9.5826,-126.5036,-5.9385,-0.8206,23.7564,-28.1744,3.4148,1.6243,null,null,null,87.531,2110,6.488,,,,,,,,,,,54.0118,null,null,null,null,null,null,null,26,4
CH,Changeup,81.2,2.5402,5.6086,Hyun-Jin Ryu,null,foul,8,L,L,S,,,,,,,,,,,null,null,1,1,2019,1.3138,0.2544,-0.1724,1.6449,null,null,null,0,4,Bot,null,null,,,,,190915_001052,-8.6591,-118.1187,-2.8194,13.9895,20.2107,-29.45,3.5188,1.7009,3,72.2,-29.1,82.007,1439,6.623,,,,,,,,,,,53.876,null,null,null,null,null,null,null,26,3
FT,2-Seam Fastball,90.2,2.4361,5.6902,Hyun-Jin Ryu,null,ball,8,L,L,B,,,,,,,,,,,null,null,0,1,2019,1.2333,0.6738,-0.0759,1.8127,null,null,null,0,4,Bot,null,null,,,,,190915_001030,-8.9369,-131.2037,-5.2017,16.181,25.2102,-23.455,3.4909,1.7111,null,null,null,91.016,2009,6.6,,,,,,,,,,,53.8992,null,null,null,null,null,null,null,26,2
FT,2-Seam Fastball,89.2,2.3275,5.7533,Hyun-Jin Ryu,null,called_strike,6,L,L,S,,,,,,,,,,,null,null,0,0,2019,1.1027,0.7735,0.6191,2.5407,null,null,null,0,4,Bot,null,null,,,,,190915_001009,-6.5633,-129.8656,-3.5639,13.9002,25.7121,-22.8245,3.5448,1.7264,null,null,null,89.824,1975,6.523,,,,,,,,,,,53.9769,null,null,null,null,null,null,null,26,1
CH,Changeup,80.5,2.3237,5.664,Hyun-Jin Ryu,force_out,hit_into_play,9,R,L,X,,,,,,,,,,,6,ground_ball,1,0,2019,1.1368,0.4099,0.3462,1.8067,null,null,642708,2,3,Bot,110.32,147.65,,,,,190915_000109,-6.5851,-117.1208,-2.7219,11.7352,20.4879,-28.0716,3.5708,1.6243,70,105.7,2.1,81.083,1443,6.53,,,,,,,,,,,53.9696,0.56,0.506,0,1,0,0,4,22,2
CU,Curveball,72.4,1.9568,5.9945,Hyun-Jin Ryu,null,ball,14,R,L,B,,,,,,,,,,,null,null,0,0,2019,-1.0232,-1.1738,1.2503,2.5431,null,null,642708,2,3,Bot,null,null,,,,,190915_000044,0.303,-105.276,2.5189,-7.5099,18.7422,-41.4264,3.5188,1.6243,null,null,null,71.668,2641,5.876,,,,,,,,,,,54.6233,null,null,null,null,null,null,null,22,1
CH,Changeup,83.9,2.2778,5.7388,Hyun-Jin Ryu,single,hit_into_play_no_out,9,R,L,X,,,,,,,,,,,7,line_drive,3,2,2019,0.9872,0.4559,0.5775,1.4272,null,null,null,2,3,Bot,76.8,115.55,,,,,190915_000003,-5.9086,-122.0386,-4.5155,11.041,22.5948,-26.94,3.2333,1.5222,189,81.6,13.3,84.346,1529,6.47,,,,,,,,,,,54.029,0.732,0.682,0.9,1,1,0,4,21,7
FC,Cutter,88.9,2.1289,5.8891,Hyun-Jin Ryu,null,ball,13,R,L,B,,,,,,,,,,,null,null,2,2,2019,0.0781,0.5741,-1.7128,2.2078,null,null,null,2,3,Bot,null,null,,,,,190914_235933,-9.6364,-129.2508,-4.2649,2.6866,24.0851,-25.0039,3.2851,1.599,null,null,null,89.797,2017,6.651,,,,,,,,,,,53.8481,null,null,null,null,null,null,null,21,6
CH,Changeup,79,2.4385,5.58,Hyun-Jin Ryu,null,ball,14,R,L,B,,,,,,,,,,,null,null,1,2,2019,1.252,0.2269,1.6353,0.872,null,null,null,2,3,Bot,null,null,,,,,190914_235906,-4.1541,-115.1344,-3.9872,12.0643,19.7049,-29.6131,3.311,1.6243,null,null,null,80.038,1441,6.746,,,,,,,,,,,53.7537,null,null,null,null,null,null,null,21,5
FF,4-Seam Fastball,92.5,2.1922,5.8035,Hyun-Jin Ryu,null,foul,11,R,L,S,,,,,,,,,,,null,null,1,2,2019,0.8271,1.0602,-0.5548,3.6088,null,null,null,2,3,Bot,null,null,,,,,190914_235837,-8.8246,-134.5722,-2.1513,11.8744,26.5323,-18.9519,3.3889,1.6753,192,71.3,31.8,93.016,2049,6.403,,,,,,,,,,,54.0965,null,null,null,null,null,null,null,21,4
CH,Changeup,81.6,2.4121,5.5835,Hyun-Jin Ryu,null,foul,14,R,L,S,,,,,,,,,,,null,null,1,1,2019,1.2053,0.2306,0.4676,0.8648,null,null,null,2,3,Bot,null,null,,,,,190914_235807,-6.7683,-118.7001,-4.4928,12.8249,23.0694,-29.2994,3.3482,1.5987,null,null,null,82.104,1571,6.681,,,,,,,,,,,53.818,null,null,null,null,null,null,null,21,3
FF,4-Seam Fastball,91.7,2.1431,5.895,Hyun-Jin Ryu,null,ball,4,R,L,B,,,,,,,,,,,null,null,0,1,2019,0.9168,1.1278,-0.7424,2.7141,null,null,null,2,3,Bot,null,null,,,,,190914_235745,-9.4152,-133.3762,-4.7309,13.121,27.4879,-17.6239,3.3889,1.6498,null,null,null,92.817,2072,6.885,,,,,,,,,,,53.6147,null,null,null,null,null,null,null,21,2
FF,4-Seam Fastball,92.5,2.0935,5.8236,Hyun-Jin Ryu,null,foul,4,R,L,S,,,,,,,,,,,null,null,0,0,2019,0.9321,1.2429,-0.2864,2.2572,null,null,null,2,3,Bot,null,null,,,,,190914_235721,-8.1721,-134.5181,-6.0963,13.1324,26.7782,-15.8006,3.4148,1.7264,191,68.3,63.7,93.376,2129,6.657,,,,,,,,,,,53.8425,null,null,null,null,null,null,null,21,1
FF,4-Seam Fastball,93.2,2.1947,5.7743,Hyun-Jin Ryu,field_out,hit_into_play,6,L,L,X,,,,,,,,,,,4,ground_ball,0,0,2019,0.9078,1.0498,0.7099,2.9417,null,null,null,1,3,Bot,144.36,144.09,,,,,190914_235647,-5.8298,-135.6487,-3.8622,12.4922,28.2741,-18.5288,3.675,1.8543,89,86.6,5.3,93.645,2174,6.435,,,,,,,,,,,54.0649,0.368,0.341,0,1,0,0,4,20,1
CH,Changeup,80,2.4458,5.6562,Hyun-Jin Ryu,strikeout,swinging_strike,14,R,L,S,,,,,,,,,,,2,null,2,2,2019,1.408,0.4823,2.1276,2.5004,null,null,null,0,3,Bot,null,null,,,,,190914_235612,-3.4234,-116.5762,-1.162,13.6192,22.9036,-27.7169,3.4928,1.752,null,null,null,80.561,1629,6.699,,,,,,,,,,,53.8007,null,null,0,1,0,0,null,19,5
FC,Cutter,87.3,2.2753,5.8921,Hyun-Jin Ryu,null,ball,14,R,L,B,,,,,,,,,,,null,null,1,2,2019,-0.1975,0.2967,1.06,2.3387,null,null,null,0,3,Bot,null,null,,,,,190914_235546,-2.5167,-127.1425,-3.0672,-1.6785,23.3697,-28.5964,3.4928,1.6753,null,null,null,87.487,2100,6.129,,,,,,,,,,,54.37,null,null,null,null,null,null,null,19,4
FF,4-Seam Fastball,91.2,2.267,5.8164,Hyun-Jin Ryu,null,foul,2,R,L,S,,,,,,,,,,,null,null,1,1,2019,0.9826,1.1075,-0.0281,3.1816,null,null,null,0,3,Bot,null,null,,,,,190914_235515,-7.973,-132.6569,-3.1518,13.4707,28.9335,-18.4638,3.5188,1.8031,null,null,null,91.808,2106,6.721,,,,,,,,,,,53.7782,null,null,null,null,null,null,null,19,3
FC,Cutter,86.4,2.223,5.9017,Hyun-Jin Ryu,null,ball,13,R,L,B,,,,,,,,,,,null,null,0,1,2019,0.0223,0.7823,-1.545,0.7241,null,null,null,0,3,Bot,null,null,,,,,190914_235459,-9.0401,-125.4627,-7.7832,1.8179,21.9011,-22.5981,3.5448,1.7775,null,null,null,87.068,2072,6.522,,,,,,,,,,,53.9773,null,null,null,null,null,null,null,19,2
FF,4-Seam Fastball,89.8,2.307,5.8864,Hyun-Jin Ryu,null,called_strike,8,R,L,S,,,,,,,,,,,null,null,0,0,2019,0.8695,1.2315,-0.1025,2.1634,null,null,null,0,3,Bot,null,null,,,,,190914_235439,-7.8385,-130.6015,-5.902,11.5871,25.5859,-16.9741,3.4928,1.7775,null,null,null,90.347,2039,6.497,,,,,,,,,,,54.0023,null,null,null,null,null,null,null,19,1
CH,Changeup,81.1,2.3601,5.6645,Hyun-Jin Ryu,field_out,hit_into_play,6,R,L,X,,,,,,,,,,,7,line_drive,3,1,2019,1.2302,0.4855,0.4419,2.5014,null,null,429664,2,2,Bot,53.41,80.91,,,,,190914_234552,-6.7667,-118.0844,-1.4157,13.009,22.3841,-27.464,3.3759,1.6115,326,107.7,15.3,82.051,1423,6.886,,,,,,,,,,,53.6138,0.638,0.716,0,1,0,0,5,15,5
FF,4-Seam Fastball,91.2,2.126,5.8255,Hyun-Jin Ryu,null,ball,11,R,L,B,,,,,,,,,,,null,null,2,1,2019,0.9651,1.1813,-0.9944,2.8677,null,null,429664,2,2,Bot,null,null,,,,,190914_234526,-10.0178,-132.5746,-4.1582,13.6087,27.0195,-17.3537,3.3759,1.6115,null,null,null,92.006,2093,6.724,,,,,,,,,,,53.7757,null,null,null,null,null,null,null,15,4
FF,4-Seam Fastball,90.4,2.1505,5.7972,Hyun-Jin Ryu,null,called_strike,11,R,L,S,,,,,,,,,,,null,null,2,0,2019,0.9381,1.194,-0.8302,2.8301,null,null,429664,2,2,Bot,null,null,,,,,190914_234503,-9.5443,-131.4465,-4.0685,13.0491,27.4408,-17.4405,3.3967,1.6064,null,null,null,91.234,2095,6.801,,,,,,,,,,,53.6985,null,null,null,null,null,null,null,15,3
CH,Changeup,80.4,2.5177,5.6896,Hyun-Jin Ryu,null,ball,12,R,L,B,,,,,,,,,,,null,null,1,0,2019,1.46,0.6641,1.8995,3.0516,null,null,429664,2,2,Bot,null,null,,,,,190914_234441,-4.2274,-117.1347,-0.4594,14.4433,22.1358,-26.0727,3.4226,1.6319,null,null,null,81.235,1473,6.792,,,,,,,,,,,53.707,null,null,null,null,null,null,null,15,2
CH,Changeup,79.4,2.4742,5.6956,Hyun-Jin Ryu,null,ball,12,R,L,B,,,,,,,,,,,null,null,0,0,2019,1.3076,0.5641,1.8213,2.5524,null,null,429664,2,2,Bot,null,null,,,,,190914_234421,-3.946,-115.633,-1.1999,12.6177,21.6115,-27.0201,3.4486,1.5809,null,null,null,80.091,1484,6.727,,,,,,,,,,,53.7728,null,null,null,null,null,null,null,15,1
FF,4-Seam Fastball,91.3,2.0197,5.8251,Hyun-Jin Ryu,single,hit_into_play_no_out,13,L,L,X,,,,,,,,,,,7,line_drive,0,0,2019,0.9949,1.0894,-0.8534,2.385,null,null,null,2,2,Bot,76.65,93.14,,,,,190914_234341,-9.4289,-132.6929,-5.1602,13.8248,27.4446,-18.3001,3.7088,1.7596,278,99.7,11.9,91.8,2015,6.582,,,,,,,,,,,53.9172,0.93,0.9,0.9,1,1,0,4,14,1
CU,Curveball,75.7,1.7723,6.0267,Hyun-Jin Ryu,field_out,hit_into_play,8,R,L,X,,,,,,,,,,,1,ground_ball,1,2,2019,-1.2263,-1.2606,-0.0037,2.2103,null,null,null,1,2,Bot,133.18,178.13,,,,,190914_234238,-1.5485,-109.9941,1.3999,-9.3528,21.574,-42.6491,3.4746,1.6574,13,107.8,-8.5,74.475,2694,5.703,,,,,,,,,,,54.7966,0.34,0.319,0,1,0,0,2,13,4
FT,2-Seam Fastball,92.4,2.3481,5.7306,Hyun-Jin Ryu,null,ball,12,R,L,B,,,,,,,,,,,null,null,0,2,2019,1.1815,1.0626,0.7625,4.2634,null,null,null,1,2,Bot,null,null,,,,,190914_234218,-6.6073,-134.4297,-0.2453,15.7253,28.3145,-19.4422,3.4746,1.6574,null,null,null,92.529,2187,6.313,,,,,,,,,,,54.186,null,null,null,null,null,null,null,13,3
CH,Changeup,80.8,2.454,5.6855,Hyun-Jin Ryu,null,swinging_strike,12,R,L,S,,,,,,,,,,,null,null,0,1,2019,1.2589,0.3004,1.6678,2.5662,null,null,null,1,2,Bot,null,null,,,,,190914_234157,-4.2001,-117.7774,-0.9702,12.6273,19.9487,-29.3452,3.4486,1.5554,null,null,null,81.772,1405,6.611,,,,,,,,,,,53.8887,null,null,null,null,null,null,null,13,2
CU,Curveball,72.7,2.2309,5.9632,Hyun-Jin Ryu,null,called_strike,12,R,L,S,,,,,,,,,,,null,null,0,0,2019,-1.0747,-0.7157,0.8538,2.6145,null,null,null,1,2,Bot,null,null,,,,,190914_234142,-0.9413,-105.7735,1.8696,-7.7882,18.0455,-38.0225,3.4486,1.5809,null,null,null,72.219,2552,5.931,,,,,,,,,,,54.5689,null,null,null,null,null,null,null,13,1
CH,Changeup,81.2,2.4242,5.7967,Hyun-Jin Ryu,field_out,hit_into_play,14,R,L,X,,,,,,,,,,,6,ground_ball,3,2,2019,1.2681,0.2836,1.3511,2.1666,null,null,null,0,2,Bot,107.78,145.62,,,,,190914_234102,-4.946,-118.2799,-2.1391,13.089,21.1253,-29.2347,3.4746,1.6319,58,85.1,2.6,82.466,1420,6.938,,,,,,,,,,,53.5615,0.298,0.263,0,1,0,0,2,12,6
CH,Changeup,80.6,2.2893,5.6868,Hyun-Jin Ryu,null,swinging_strike,5,R,L,S,,,,,,,,,,,null,null,3,1,2019,1.089,0.35,-0.1601,2.3529,null,null,null,0,2,Bot,null,null,,,,,190914_234038,-7.6449,-117.3313,-1.5271,11.6088,19.0243,-28.7525,3.2929,1.549,null,null,null,82.042,1402,6.919,,,,,,,,,,,53.5802,null,null,null,null,null,null,null,12,5
FF,4-Seam Fastball,91.9,2.1456,5.9011,Hyun-Jin Ryu,null,ball,11,R,L,B,,,,,,,,,,,null,null,2,1,2019,0.7947,1.2794,-1.7324,2.9333,null,null,null,0,2,Bot,null,null,,,,,190914_234020,-11.5282,-133.3547,-4.4465,11.824,26.3947,-16.1282,3.3707,1.5554,null,null,null,92.074,2161,6.37,,,,,,,,,,,54.1298,null,null,null,null,null,null,null,12,4
FF,4-Seam Fastball,90.7,2.1995,5.8794,Hyun-Jin Ryu,null,called_strike,2,R,L,S,,,,,,,,,,,null,null,2,0,2019,0.8431,1.1,-0.1766,2.9502,null,null,null,0,2,Bot,null,null,,,,,190914_234003,-7.7403,-131.9955,-3.8354,11.3431,23.6075,-18.6762,3.3707,1.6064,null,null,null,91.344,2053,6.318,,,,,,,,,,,54.181,null,null,null,null,null,null,null,12,3
FF,4-Seam Fastball,89.7,2.0106,5.976,Hyun-Jin Ryu,null,ball,4,R,L,B,,,,,,,,,,,null,null,1,0,2019,0.7289,1.1174,-0.7766,2.562,null,null,null,0,2,Bot,null,null,,,,,190914_233943,-8.42,-130.4225,-4.8932,9.8649,22.4624,-18.6096,3.343,1.5798,null,null,null,90.306,2089,6.302,,,,,,,,,,,54.1971,null,null,null,null,null,null,null,12,2
FF,4-Seam Fastball,89.7,2.1982,5.9677,Hyun-Jin Ryu,null,ball,11,R,L,B,,,,,,,,,,,null,null,0,0,2019,0.7521,1.2372,-0.6456,3.7156,null,null,null,0,2,Bot,null,null,,,,,190914_233929,-8.6062,-130.4298,-2.2479,10.2158,23.7659,-17.7277,3.4746,1.6319,null,null,null,90.112,2044,6.285,,,,,,,,,,,54.2141,null,null,null,null,null,null,null,12,1
CH,Changeup,80.7,2.4042,5.6337,Hyun-Jin Ryu,field_out,hit_into_play,13,L,L,X,,,,,,,,,,,9,fly_ball,0,2,2019,1.0412,0.3616,-0.113,1.2652,null,null,null,2,1,Bot,145.35,97.28,,,,,190914_232452,-7.6612,-117.2662,-3.7431,11.1997,22.7979,-28.2746,3.4876,1.6957,247,82.8,48,81.141,1441,6.73,,,,,,,,,,,53.7697,0.018,0.022,0,1,0,0,3,6,4
